"Study_number","Site_ID","Meas_Year","Meas_Month","Meas_DOY","Rs_Norm","Rh_Norm","Ra_Norm","HC","RC","Tsoil","TsDepth","TsMethod","SWC","SWCDepth","SWCType","SWCComment","Meas_Month2","Study_midyear","Latitude","Longitude","Elevation","Manipulation","Biome","Ecosystem_type","Leaf_habit","Soil_type","Soil_BD","Soil_CN","Soil_sand","Soil_silt","Soil_clay","MAT","MAP","PET","Study_temp","Study_precip","Meas_method","Collar_height","Collar_depth","Chamber_area","Time_of_day","Meas_interval","Annual_coverage","Partition_method","Rs_annual","Ra_annual","Rh_annual","RC_annual","C_soilmineral"
9284,"CN-NJ-CP",2012,NA,317,NA,0.96,NA,NA,NA,13.9924,NA,"",43.73,15,"WFPS","",11,2012.5,32,118.87,NA,"Fertilized","Subtropical","Agriculture","Deciduous","Irragric Anthrosols",1.2,7.56,5.2,64.7,30.1,15.4,1100,NA,NA,NA,"Gas chromatography",24,NA,226.87,"",3,1,"Exclusion",NA,NA,444.57,NA,NA
9284,"CN-NJ-CP",2012,NA,320,NA,1.25,NA,NA,NA,13.9163,NA,"",56.08,15,"WFPS","",11,2012.5,32,118.87,NA,"Fertilized","Subtropical","Agriculture","Deciduous","Irragric Anthrosols",1.2,7.56,5.2,64.7,30.1,15.4,1100,NA,NA,NA,"Gas chromatography",24,NA,226.87,"",3,1,"Exclusion",NA,NA,444.57,NA,NA
9284,"CN-NJ-CP",2012,NA,324,NA,0.77,NA,NA,NA,12.1673,NA,"",49.24,15,"WFPS","",11,2012.5,32,118.87,NA,"Fertilized","Subtropical","Agriculture","Deciduous","Irragric Anthrosols",1.2,7.56,5.2,64.7,30.1,15.4,1100,NA,NA,NA,"Gas chromatography",24,NA,226.87,"",3,1,"Exclusion",NA,NA,444.57,NA,NA
9284,"CN-NJ-CP",2012,NA,335,NA,0.36,NA,NA,NA,10.1141,NA,"",43.35,15,"WFPS","",12,2012.5,32,118.87,NA,"Fertilized","Subtropical","Agriculture","Deciduous","Irragric Anthrosols",1.2,7.56,5.2,64.7,30.1,15.4,1100,NA,NA,NA,"Gas chromatography",24,NA,226.87,"",3,1,"Exclusion",NA,NA,444.57,NA,NA
9284,"CN-NJ-CP",2012,NA,350,NA,0.26,NA,NA,NA,8.9734,NA,"",59.7,15,"WFPS","",12,2012.5,32,118.87,NA,"Fertilized","Subtropical","Agriculture","Deciduous","Irragric Anthrosols",1.2,7.56,5.2,64.7,30.1,15.4,1100,NA,NA,NA,"Gas chromatography",24,NA,226.87,"",3,1,"Exclusion",NA,NA,444.57,NA,NA
9284,"CN-NJ-CP",2012,NA,353,NA,0.5,NA,NA,NA,4.943,NA,"",53.04,15,"WFPS","",12,2012.5,32,118.87,NA,"Fertilized","Subtropical","Agriculture","Deciduous","Irragric Anthrosols",1.2,7.56,5.2,64.7,30.1,15.4,1100,NA,NA,NA,"Gas chromatography",24,NA,226.87,"",3,1,"Exclusion",NA,NA,444.57,NA,NA
9284,"CN-NJ-CP",2012,NA,360,NA,0.22,NA,NA,NA,6.4639,NA,"",57.6,15,"WFPS","",12,2012.5,32,118.87,NA,"Fertilized","Subtropical","Agriculture","Deciduous","Irragric Anthrosols",1.2,7.56,5.2,64.7,30.1,15.4,1100,NA,NA,NA,"Gas chromatography",24,NA,226.87,"",3,1,"Exclusion",NA,NA,444.57,NA,NA
9284,"CN-NJ-CP",2012,NA,2,NA,0.45,NA,NA,NA,6.692,NA,"",54.18,15,"WFPS","",1,2012.5,32,118.87,NA,"Fertilized","Subtropical","Agriculture","Deciduous","Irragric Anthrosols",1.2,7.56,5.2,64.7,30.1,15.4,1100,NA,NA,NA,"Gas chromatography",24,NA,226.87,"",3,1,"Exclusion",NA,NA,444.57,NA,NA
9284,"CN-NJ-CP",2012,NA,11,NA,0.65,NA,NA,NA,6.3118,NA,"",39.54,15,"WFPS","",1,2012.5,32,118.87,NA,"Fertilized","Subtropical","Agriculture","Deciduous","Irragric Anthrosols",1.2,7.56,5.2,64.7,30.1,15.4,1100,NA,NA,NA,"Gas chromatography",24,NA,226.87,"",3,1,"Exclusion",NA,NA,444.57,NA,NA
9284,"CN-NJ-CP",2012,NA,20,NA,1.22,NA,NA,NA,9.4297,NA,"",46.96,15,"WFPS","",1,2012.5,32,118.87,NA,"Fertilized","Subtropical","Agriculture","Deciduous","Irragric Anthrosols",1.2,7.56,5.2,64.7,30.1,15.4,1100,NA,NA,NA,"Gas chromatography",24,NA,226.87,"",3,1,"Exclusion",NA,NA,444.57,NA,NA
9284,"CN-NJ-CP",2012,NA,29,NA,1.4,NA,NA,NA,10.6463,NA,"",48.1,15,"WFPS","",1,2012.5,32,118.87,NA,"Fertilized","Subtropical","Agriculture","Deciduous","Irragric Anthrosols",1.2,7.56,5.2,64.7,30.1,15.4,1100,NA,NA,NA,"Gas chromatography",24,NA,226.87,"",3,1,"Exclusion",NA,NA,444.57,NA,NA
9284,"CN-NJ-CP",2012,NA,49,NA,1.92,NA,NA,NA,12.5474,NA,"",36.88,15,"WFPS","",2,2012.5,32,118.87,NA,"Fertilized","Subtropical","Agriculture","Deciduous","Irragric Anthrosols",1.2,7.56,5.2,64.7,30.1,15.4,1100,NA,NA,NA,"Gas chromatography",24,NA,226.87,"",3,1,"Exclusion",NA,NA,444.57,NA,NA
9284,"CN-NJ-CP",2012,NA,55,NA,2.08,NA,NA,NA,13.9924,NA,"",38.78,15,"WFPS","",2,2012.5,32,118.87,NA,"Fertilized","Subtropical","Agriculture","Deciduous","Irragric Anthrosols",1.2,7.56,5.2,64.7,30.1,15.4,1100,NA,NA,NA,"Gas chromatography",24,NA,226.87,"",3,1,"Exclusion",NA,NA,444.57,NA,NA
9284,"CN-NJ-CP",2012,NA,67,NA,1.3,NA,NA,NA,8.0608,NA,"",49.62,15,"WFPS","",3,2012.5,32,118.87,NA,"Fertilized","Subtropical","Agriculture","Deciduous","Irragric Anthrosols",1.2,7.56,5.2,64.7,30.1,15.4,1100,NA,NA,NA,"Gas chromatography",24,NA,226.87,"",3,1,"Exclusion",NA,NA,444.57,NA,NA
9284,"CN-NJ-CP",2012,NA,74,NA,0.34,NA,NA,NA,10.8745,NA,"",27.19,15,"WFPS","",3,2012.5,32,118.87,NA,"Fertilized","Subtropical","Agriculture","Deciduous","Irragric Anthrosols",1.2,7.56,5.2,64.7,30.1,15.4,1100,NA,NA,NA,"Gas chromatography",24,NA,226.87,"",3,1,"Exclusion",NA,NA,444.57,NA,NA
9284,"CN-NJ-CP",2012,NA,84,NA,0.68,NA,NA,NA,10.8745,NA,"",31.56,15,"WFPS","",3,2012.5,32,118.87,NA,"Fertilized","Subtropical","Agriculture","Deciduous","Irragric Anthrosols",1.2,7.56,5.2,64.7,30.1,15.4,1100,NA,NA,NA,"Gas chromatography",24,NA,226.87,"",3,1,"Exclusion",NA,NA,444.57,NA,NA
9284,"CN-NJ-CP",2012,NA,88,NA,1.62,NA,NA,NA,13.384,NA,"",33.46,15,"WFPS","",3,2012.5,32,118.87,NA,"Fertilized","Subtropical","Agriculture","Deciduous","Irragric Anthrosols",1.2,7.56,5.2,64.7,30.1,15.4,1100,NA,NA,NA,"Gas chromatography",24,NA,226.87,"",3,1,"Exclusion",NA,NA,444.57,NA,NA
9284,"CN-NJ-CP",2012,NA,91,NA,0.08,NA,NA,NA,15.3612,NA,"",68.63,15,"WFPS","",4,2012.5,32,118.87,NA,"Fertilized","Subtropical","Agriculture","Deciduous","Irragric Anthrosols",1.2,7.56,5.2,64.7,30.1,15.4,1100,NA,NA,NA,"Gas chromatography",24,NA,226.87,"",3,1,"Exclusion",NA,NA,444.57,NA,NA
9284,"CN-NJ-CP",2012,NA,93,NA,1.63,NA,NA,NA,17.5665,NA,"",75.86,15,"WFPS","",4,2012.5,32,118.87,NA,"Fertilized","Subtropical","Agriculture","Deciduous","Irragric Anthrosols",1.2,7.56,5.2,64.7,30.1,15.4,1100,NA,NA,NA,"Gas chromatography",24,NA,226.87,"",3,1,"Exclusion",NA,NA,444.57,NA,NA
9284,"CN-NJ-CP",2012,NA,96,NA,1.11,NA,NA,NA,13.5361,NA,"",54.56,15,"WFPS","",4,2012.5,32,118.87,NA,"Fertilized","Subtropical","Agriculture","Deciduous","Irragric Anthrosols",1.2,7.56,5.2,64.7,30.1,15.4,1100,NA,NA,NA,"Gas chromatography",24,NA,226.87,"",3,1,"Exclusion",NA,NA,444.57,NA,NA
9284,"CN-NJ-CP",2012,NA,102,NA,0.96,NA,NA,NA,15.4373,NA,"",33.84,15,"WFPS","",4,2012.5,32,118.87,NA,"Fertilized","Subtropical","Agriculture","Deciduous","Irragric Anthrosols",1.2,7.56,5.2,64.7,30.1,15.4,1100,NA,NA,NA,"Gas chromatography",24,NA,226.87,"",3,1,"Exclusion",NA,NA,444.57,NA,NA
9284,"CN-NJ-CP",2012,NA,109,NA,0.43,NA,NA,NA,15.5894,NA,"",47.34,15,"WFPS","",4,2012.5,32,118.87,NA,"Fertilized","Subtropical","Agriculture","Deciduous","Irragric Anthrosols",1.2,7.56,5.2,64.7,30.1,15.4,1100,NA,NA,NA,"Gas chromatography",24,NA,226.87,"",3,1,"Exclusion",NA,NA,444.57,NA,NA
9284,"CN-NJ-CP",2012,NA,116,NA,0.86,NA,NA,NA,17.6425,NA,"",53.8,15,"WFPS","",4,2012.5,32,118.87,NA,"Fertilized","Subtropical","Agriculture","Deciduous","Irragric Anthrosols",1.2,7.56,5.2,64.7,30.1,15.4,1100,NA,NA,NA,"Gas chromatography",24,NA,226.87,"",3,1,"Exclusion",NA,NA,444.57,NA,NA
9284,"CN-NJ-CP",2012,NA,125,NA,1.07,NA,NA,NA,19.0114,NA,"",52.09,15,"WFPS","",5,2012.5,32,118.87,NA,"Fertilized","Subtropical","Agriculture","Deciduous","Irragric Anthrosols",1.2,7.56,5.2,64.7,30.1,15.4,1100,NA,NA,NA,"Gas chromatography",24,NA,226.87,"",3,1,"Exclusion",NA,NA,444.57,NA,NA
9284,"CN-NJ-CP",2012,NA,133,NA,1.01,NA,NA,NA,20,NA,"",57.98,15,"WFPS","",5,2012.5,32,118.87,NA,"Fertilized","Subtropical","Agriculture","Deciduous","Irragric Anthrosols",1.2,7.56,5.2,64.7,30.1,15.4,1100,NA,NA,NA,"Gas chromatography",24,NA,226.87,"",3,1,"Exclusion",NA,NA,444.57,NA,NA
9284,"CN-NJ-CP",2012,NA,141,NA,0.83,NA,NA,NA,24.6388,NA,"",46.2,15,"WFPS","",5,2012.5,32,118.87,NA,"Fertilized","Subtropical","Agriculture","Deciduous","Irragric Anthrosols",1.2,7.56,5.2,64.7,30.1,15.4,1100,NA,NA,NA,"Gas chromatography",24,NA,226.87,"",3,1,"Exclusion",NA,NA,444.57,NA,NA
9284,"CN-NJ-CP",2012,NA,146,NA,1.42,NA,NA,NA,23.0418,NA,"",49.43,15,"WFPS","",5,2012.5,32,118.87,NA,"Fertilized","Subtropical","Agriculture","Deciduous","Irragric Anthrosols",1.2,7.56,5.2,64.7,30.1,15.4,1100,NA,NA,NA,"Gas chromatography",24,NA,226.87,"",3,1,"Exclusion",NA,NA,444.57,NA,NA
9284,"CN-NJ-CP",2012,NA,159,NA,1.38,NA,NA,NA,21.1407,NA,"",52.85,15,"WFPS","",6,2012.5,32,118.87,NA,"Fertilized","Subtropical","Agriculture","Deciduous","Irragric Anthrosols",1.2,7.56,5.2,64.7,30.1,15.4,1100,NA,NA,NA,"Gas chromatography",24,NA,226.87,"",3,1,"Exclusion",NA,NA,444.57,NA,NA
9284,"CN-NJ-CP",2012,NA,163,NA,0.79,NA,NA,NA,27.5285,NA,"",47.15,15,"WFPS","",6,2012.5,32,118.87,NA,"Fertilized","Subtropical","Agriculture","Deciduous","Irragric Anthrosols",1.2,7.56,5.2,64.7,30.1,15.4,1100,NA,NA,NA,"Gas chromatography",24,NA,226.87,"",3,1,"Exclusion",NA,NA,444.57,NA,NA
9284,"CN-NJ-CP",2012,NA,172,NA,2.47,NA,NA,NA,27.7567,NA,"",54.56,15,"WFPS","",6,2012.5,32,118.87,NA,"Fertilized","Subtropical","Agriculture","Deciduous","Irragric Anthrosols",1.2,7.56,5.2,64.7,30.1,15.4,1100,NA,NA,NA,"Gas chromatography",24,NA,226.87,"",3,1,"Exclusion",NA,NA,444.57,NA,NA
9284,"CN-NJ-CP",2012,NA,181,NA,1.28,NA,NA,NA,27.3764,NA,"",63.5,15,"WFPS","",6,2012.5,32,118.87,NA,"Fertilized","Subtropical","Agriculture","Deciduous","Irragric Anthrosols",1.2,7.56,5.2,64.7,30.1,15.4,1100,NA,NA,NA,"Gas chromatography",24,NA,226.87,"",3,1,"Exclusion",NA,NA,444.57,NA,NA
9284,"CN-NJ-CP",2012,NA,187,NA,2.28,NA,NA,NA,28.0608,NA,"",55.51,15,"WFPS","",7,2012.5,32,118.87,NA,"Fertilized","Subtropical","Agriculture","Deciduous","Irragric Anthrosols",1.2,7.56,5.2,64.7,30.1,15.4,1100,NA,NA,NA,"Gas chromatography",24,NA,226.87,"",3,1,"Exclusion",NA,NA,444.57,NA,NA
9284,"CN-NJ-CP",2012,NA,192,NA,1.81,NA,NA,NA,28.5932,NA,"",44.87,15,"WFPS","",7,2012.5,32,118.87,NA,"Fertilized","Subtropical","Agriculture","Deciduous","Irragric Anthrosols",1.2,7.56,5.2,64.7,30.1,15.4,1100,NA,NA,NA,"Gas chromatography",24,NA,226.87,"",3,1,"Exclusion",NA,NA,444.57,NA,NA
9284,"CN-NJ-CPB",2012,NA,194,NA,0.89,NA,NA,NA,29.0493,NA,"",89.35,15,"WFPS","",7,2012.5,32,118.87,NA,"Litter manipulation","Subtropical","Agriculture","Deciduous","Irragric Anthrosols",1.2,7.56,5.2,64.7,30.1,15.4,1100,NA,NA,NA,"Gas chromatography",24,NA,226.87,"",3,1,"Exclusion",NA,NA,467.2,NA,NA
9284,"CN-NJ-CPB",2012,NA,194,NA,0.65,NA,NA,NA,29.5057,NA,"",77.19,15,"WFPS","",7,2012.5,32,118.87,NA,"Litter manipulation","Subtropical","Agriculture","Deciduous","Irragric Anthrosols",1.2,7.56,5.2,64.7,30.1,15.4,1100,NA,NA,NA,"Gas chromatography",24,NA,226.87,"",3,1,"Exclusion",NA,NA,467.2,NA,NA
9284,"CN-NJ-CPB",2012,NA,197,NA,1.56,NA,NA,NA,28.5932,NA,"",67.3,15,"WFPS","",7,2012.5,32,118.87,NA,"Litter manipulation","Subtropical","Agriculture","Deciduous","Irragric Anthrosols",1.2,7.56,5.2,64.7,30.1,15.4,1100,NA,NA,NA,"Gas chromatography",24,NA,226.87,"",3,1,"Exclusion",NA,NA,467.2,NA,NA
9284,"CN-NJ-CPB",2012,NA,204,NA,1.75,NA,NA,NA,28.8213,NA,"",55.89,15,"WFPS","",7,2012.5,32,118.87,NA,"Litter manipulation","Subtropical","Agriculture","Deciduous","Irragric Anthrosols",1.2,7.56,5.2,64.7,30.1,15.4,1100,NA,NA,NA,"Gas chromatography",24,NA,226.87,"",3,1,"Exclusion",NA,NA,467.2,NA,NA
9284,"CN-NJ-CPB",2012,NA,209,NA,1.12,NA,NA,NA,27.9087,NA,"",57.41,15,"WFPS","",7,2012.5,32,118.87,NA,"Litter manipulation","Subtropical","Agriculture","Deciduous","Irragric Anthrosols",1.2,7.56,5.2,64.7,30.1,15.4,1100,NA,NA,NA,"Gas chromatography",24,NA,226.87,"",3,1,"Exclusion",NA,NA,467.2,NA,NA
9284,"CN-NJ-CPB",2012,NA,215,NA,2.53,NA,NA,NA,26.8441,NA,"",67.11,15,"WFPS","",8,2012.5,32,118.87,NA,"Litter manipulation","Subtropical","Agriculture","Deciduous","Irragric Anthrosols",1.2,7.56,5.2,64.7,30.1,15.4,1100,NA,NA,NA,"Gas chromatography",24,NA,226.87,"",3,1,"Exclusion",NA,NA,467.2,NA,NA
9284,"CN-NJ-CPB",2012,NA,222,NA,0.54,NA,NA,NA,27.9848,NA,"",53.04,15,"WFPS","",8,2012.5,32,118.87,NA,"Litter manipulation","Subtropical","Agriculture","Deciduous","Irragric Anthrosols",1.2,7.56,5.2,64.7,30.1,15.4,1100,NA,NA,NA,"Gas chromatography",24,NA,226.87,"",3,1,"Exclusion",NA,NA,467.2,NA,NA
9284,"CN-NJ-CPB",2012,NA,229,NA,2.14,NA,NA,NA,24.5627,NA,"",57.22,15,"WFPS","",8,2012.5,32,118.87,NA,"Litter manipulation","Subtropical","Agriculture","Deciduous","Irragric Anthrosols",1.2,7.56,5.2,64.7,30.1,15.4,1100,NA,NA,NA,"Gas chromatography",24,NA,226.87,"",3,1,"Exclusion",NA,NA,467.2,NA,NA
9284,"CN-NJ-CPB",2012,NA,237,NA,1.05,NA,NA,NA,26.8441,NA,"",53.99,15,"WFPS","",8,2012.5,32,118.87,NA,"Litter manipulation","Subtropical","Agriculture","Deciduous","Irragric Anthrosols",1.2,7.56,5.2,64.7,30.1,15.4,1100,NA,NA,NA,"Gas chromatography",24,NA,226.87,"",3,1,"Exclusion",NA,NA,467.2,NA,NA
9284,"CN-NJ-CPB",2012,NA,244,NA,1.56,NA,NA,NA,24.8669,NA,"",45.06,15,"WFPS","",9,2012.5,32,118.87,NA,"Litter manipulation","Subtropical","Agriculture","Deciduous","Irragric Anthrosols",1.2,7.56,5.2,64.7,30.1,15.4,1100,NA,NA,NA,"Gas chromatography",24,NA,226.87,"",3,1,"Exclusion",NA,NA,467.2,NA,NA
9284,"CN-NJ-CPB",2012,NA,252,NA,2.37,NA,NA,NA,23.5741,NA,"",48.86,15,"WFPS","",9,2012.5,32,118.87,NA,"Litter manipulation","Subtropical","Agriculture","Deciduous","Irragric Anthrosols",1.2,7.56,5.2,64.7,30.1,15.4,1100,NA,NA,NA,"Gas chromatography",24,NA,226.87,"",3,1,"Exclusion",NA,NA,467.2,NA,NA
9284,"CN-NJ-CPB",2012,NA,255,NA,1.59,NA,NA,NA,22.5095,NA,"",56.27,15,"WFPS","",9,2012.5,32,118.87,NA,"Litter manipulation","Subtropical","Agriculture","Deciduous","Irragric Anthrosols",1.2,7.56,5.2,64.7,30.1,15.4,1100,NA,NA,NA,"Gas chromatography",24,NA,226.87,"",3,1,"Exclusion",NA,NA,467.2,NA,NA
9284,"CN-NJ-CPB",2012,NA,258,NA,1.58,NA,NA,NA,21.4449,NA,"",53.61,15,"WFPS","",9,2012.5,32,118.87,NA,"Litter manipulation","Subtropical","Agriculture","Deciduous","Irragric Anthrosols",1.2,7.56,5.2,64.7,30.1,15.4,1100,NA,NA,NA,"Gas chromatography",24,NA,226.87,"",3,1,"Exclusion",NA,NA,467.2,NA,NA
9284,"CN-NJ-CPB",2012,NA,264,NA,1.86,NA,NA,NA,22.9658,NA,"",40.87,15,"WFPS","",9,2012.5,32,118.87,NA,"Litter manipulation","Subtropical","Agriculture","Deciduous","Irragric Anthrosols",1.2,7.56,5.2,64.7,30.1,15.4,1100,NA,NA,NA,"Gas chromatography",24,NA,226.87,"",3,1,"Exclusion",NA,NA,467.2,NA,NA
9284,"CN-NJ-CPB",2012,NA,271,NA,1.06,NA,NA,NA,19.0114,NA,"",31.37,15,"WFPS","",9,2012.5,32,118.87,NA,"Litter manipulation","Subtropical","Agriculture","Deciduous","Irragric Anthrosols",1.2,7.56,5.2,64.7,30.1,15.4,1100,NA,NA,NA,"Gas chromatography",24,NA,226.87,"",3,1,"Exclusion",NA,NA,467.2,NA,NA
9284,"CN-NJ-CPB",2012,NA,278,NA,1.29,NA,NA,NA,19.6198,NA,"",40.11,15,"WFPS","",10,2012.5,32,118.87,NA,"Litter manipulation","Subtropical","Agriculture","Deciduous","Irragric Anthrosols",1.2,7.56,5.2,64.7,30.1,15.4,1100,NA,NA,NA,"Gas chromatography",24,NA,226.87,"",3,1,"Exclusion",NA,NA,467.2,NA,NA
9284,"CN-NJ-CPB",2012,NA,286,NA,0.45,NA,NA,NA,19.6958,NA,"",33.65,15,"WFPS","",10,2012.5,32,118.87,NA,"Litter manipulation","Subtropical","Agriculture","Deciduous","Irragric Anthrosols",1.2,7.56,5.2,64.7,30.1,15.4,1100,NA,NA,NA,"Gas chromatography",24,NA,226.87,"",3,1,"Exclusion",NA,NA,467.2,NA,NA
9284,"CN-NJ-CPB",2012,NA,295,NA,0.85,NA,NA,NA,16.1217,NA,"",46.77,15,"WFPS","",10,2012.5,32,118.87,NA,"Litter manipulation","Subtropical","Agriculture","Deciduous","Irragric Anthrosols",1.2,7.56,5.2,64.7,30.1,15.4,1100,NA,NA,NA,"Gas chromatography",24,NA,226.87,"",3,1,"Exclusion",NA,NA,467.2,NA,NA
9284,"CN-NJ-CPB",2012,NA,306,NA,0.37,NA,NA,NA,13.0038,NA,"",43.54,15,"WFPS","",11,2012.5,32,118.87,NA,"Litter manipulation","Subtropical","Agriculture","Deciduous","Irragric Anthrosols",1.2,7.56,5.2,64.7,30.1,15.4,1100,NA,NA,NA,"Gas chromatography",24,NA,226.87,"",3,1,"Exclusion",NA,NA,467.2,NA,NA
9284,"CN-NJ-CPB",2012,NA,312,NA,0.77,NA,NA,NA,13.9924,NA,"",41.06,15,"WFPS","",11,2012.5,32,118.87,NA,"Litter manipulation","Subtropical","Agriculture","Deciduous","Irragric Anthrosols",1.2,7.56,5.2,64.7,30.1,15.4,1100,NA,NA,NA,"Gas chromatography",24,NA,226.87,"",3,1,"Exclusion",NA,NA,467.2,NA,NA
9284,"CN-NJ-CPB",2012,NA,316,NA,3.84,NA,NA,NA,14.9809,NA,"",55.13,15,"WFPS","",11,2012.5,32,118.87,NA,"Litter manipulation","Subtropical","Agriculture","Deciduous","Irragric Anthrosols",1.2,7.56,5.2,64.7,30.1,15.4,1100,NA,NA,NA,"Gas chromatography",24,NA,226.87,"",3,1,"Exclusion",NA,NA,467.2,NA,NA
9284,"CN-NJ-CPB",2012,NA,317,NA,1.11,NA,NA,NA,13.9924,NA,"",43.73,15,"WFPS","",11,2012.5,32,118.87,NA,"Litter manipulation","Subtropical","Agriculture","Deciduous","Irragric Anthrosols",1.2,7.56,5.2,64.7,30.1,15.4,1100,NA,NA,NA,"Gas chromatography",24,NA,226.87,"",3,1,"Exclusion",NA,NA,467.2,NA,NA
9284,"CN-NJ-CPB",2012,NA,320,NA,1.42,NA,NA,NA,13.9163,NA,"",56.08,15,"WFPS","",11,2012.5,32,118.87,NA,"Litter manipulation","Subtropical","Agriculture","Deciduous","Irragric Anthrosols",1.2,7.56,5.2,64.7,30.1,15.4,1100,NA,NA,NA,"Gas chromatography",24,NA,226.87,"",3,1,"Exclusion",NA,NA,467.2,NA,NA
9284,"CN-NJ-CPB",2012,NA,324,NA,0.84,NA,NA,NA,12.1673,NA,"",49.24,15,"WFPS","",11,2012.5,32,118.87,NA,"Litter manipulation","Subtropical","Agriculture","Deciduous","Irragric Anthrosols",1.2,7.56,5.2,64.7,30.1,15.4,1100,NA,NA,NA,"Gas chromatography",24,NA,226.87,"",3,1,"Exclusion",NA,NA,467.2,NA,NA
9284,"CN-NJ-CPB",2012,NA,335,NA,0.45,NA,NA,NA,10.1141,NA,"",43.35,15,"WFPS","",12,2012.5,32,118.87,NA,"Litter manipulation","Subtropical","Agriculture","Deciduous","Irragric Anthrosols",1.2,7.56,5.2,64.7,30.1,15.4,1100,NA,NA,NA,"Gas chromatography",24,NA,226.87,"",3,1,"Exclusion",NA,NA,467.2,NA,NA
9284,"CN-NJ-CPB",2012,NA,350,NA,0.52,NA,NA,NA,8.9734,NA,"",59.7,15,"WFPS","",12,2012.5,32,118.87,NA,"Litter manipulation","Subtropical","Agriculture","Deciduous","Irragric Anthrosols",1.2,7.56,5.2,64.7,30.1,15.4,1100,NA,NA,NA,"Gas chromatography",24,NA,226.87,"",3,1,"Exclusion",NA,NA,467.2,NA,NA
9284,"CN-NJ-CPB",2012,NA,353,NA,0.6,NA,NA,NA,4.943,NA,"",53.04,15,"WFPS","",12,2012.5,32,118.87,NA,"Litter manipulation","Subtropical","Agriculture","Deciduous","Irragric Anthrosols",1.2,7.56,5.2,64.7,30.1,15.4,1100,NA,NA,NA,"Gas chromatography",24,NA,226.87,"",3,1,"Exclusion",NA,NA,467.2,NA,NA
9284,"CN-NJ-CPB",2012,NA,360,NA,0.36,NA,NA,NA,6.4639,NA,"",57.6,15,"WFPS","",12,2012.5,32,118.87,NA,"Litter manipulation","Subtropical","Agriculture","Deciduous","Irragric Anthrosols",1.2,7.56,5.2,64.7,30.1,15.4,1100,NA,NA,NA,"Gas chromatography",24,NA,226.87,"",3,1,"Exclusion",NA,NA,467.2,NA,NA
9284,"CN-NJ-CPB",2012,NA,2,NA,0.55,NA,NA,NA,6.692,NA,"",54.18,15,"WFPS","",1,2012.5,32,118.87,NA,"Litter manipulation","Subtropical","Agriculture","Deciduous","Irragric Anthrosols",1.2,7.56,5.2,64.7,30.1,15.4,1100,NA,NA,NA,"Gas chromatography",24,NA,226.87,"",3,1,"Exclusion",NA,NA,467.2,NA,NA
9284,"CN-NJ-CPB",2012,NA,11,NA,0.65,NA,NA,NA,6.3118,NA,"",39.54,15,"WFPS","",1,2012.5,32,118.87,NA,"Litter manipulation","Subtropical","Agriculture","Deciduous","Irragric Anthrosols",1.2,7.56,5.2,64.7,30.1,15.4,1100,NA,NA,NA,"Gas chromatography",24,NA,226.87,"",3,1,"Exclusion",NA,NA,467.2,NA,NA
9284,"CN-NJ-CPB",2012,NA,20,NA,1.3,NA,NA,NA,9.4297,NA,"",46.96,15,"WFPS","",1,2012.5,32,118.87,NA,"Litter manipulation","Subtropical","Agriculture","Deciduous","Irragric Anthrosols",1.2,7.56,5.2,64.7,30.1,15.4,1100,NA,NA,NA,"Gas chromatography",24,NA,226.87,"",3,1,"Exclusion",NA,NA,467.2,NA,NA
9284,"CN-NJ-CPB",2012,NA,29,NA,1.59,NA,NA,NA,10.6463,NA,"",48.1,15,"WFPS","",1,2012.5,32,118.87,NA,"Litter manipulation","Subtropical","Agriculture","Deciduous","Irragric Anthrosols",1.2,7.56,5.2,64.7,30.1,15.4,1100,NA,NA,NA,"Gas chromatography",24,NA,226.87,"",3,1,"Exclusion",NA,NA,467.2,NA,NA
9284,"CN-NJ-CPB",2012,NA,49,NA,1.43,NA,NA,NA,12.5474,NA,"",36.88,15,"WFPS","",2,2012.5,32,118.87,NA,"Litter manipulation","Subtropical","Agriculture","Deciduous","Irragric Anthrosols",1.2,7.56,5.2,64.7,30.1,15.4,1100,NA,NA,NA,"Gas chromatography",24,NA,226.87,"",3,1,"Exclusion",NA,NA,467.2,NA,NA
9284,"CN-NJ-CPB",2012,NA,55,NA,1.71,NA,NA,NA,13.9924,NA,"",38.78,15,"WFPS","",2,2012.5,32,118.87,NA,"Litter manipulation","Subtropical","Agriculture","Deciduous","Irragric Anthrosols",1.2,7.56,5.2,64.7,30.1,15.4,1100,NA,NA,NA,"Gas chromatography",24,NA,226.87,"",3,1,"Exclusion",NA,NA,467.2,NA,NA
9284,"CN-NJ-CPB",2012,NA,67,NA,1.16,NA,NA,NA,8.0608,NA,"",49.62,15,"WFPS","",3,2012.5,32,118.87,NA,"Litter manipulation","Subtropical","Agriculture","Deciduous","Irragric Anthrosols",1.2,7.56,5.2,64.7,30.1,15.4,1100,NA,NA,NA,"Gas chromatography",24,NA,226.87,"",3,1,"Exclusion",NA,NA,467.2,NA,NA
9284,"CN-NJ-CPB",2012,NA,74,NA,0.81,NA,NA,NA,10.8745,NA,"",27.19,15,"WFPS","",3,2012.5,32,118.87,NA,"Litter manipulation","Subtropical","Agriculture","Deciduous","Irragric Anthrosols",1.2,7.56,5.2,64.7,30.1,15.4,1100,NA,NA,NA,"Gas chromatography",24,NA,226.87,"",3,1,"Exclusion",NA,NA,467.2,NA,NA
